4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;2;Cantina blue;0;;
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;The work song;0;;
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;2;Brasilia;0;;
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;1;Flamingo;0;;
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;2;Winds of Barcelona;0;;
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;1;Mame;0;;
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;2;Our day will come;0;;
4 titres;ALTERY Mathé;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Va où tu voudras;0;;
4 titres;ALTERY Mathé;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;2;L'étang bleu;0;;
4 titres;ALTERY Mathé;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Quelqu'un m'attend chez moi;0;;
4 titres;ALTERY Mathé;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;2;Le temps des regrets;0;;
Singles;AMADEO;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Moving like a superstar;210;;1977
Singles;AMADEO;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;33rd floor;189;;1977
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Bleu, blanc, blond;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;2;Les bleuets d'azur;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Y' en avait pas beaucoup;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;2;Si je devais mourir d'amour;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;1;Dans le coeur de ma blonde;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;2;Le porte-plume;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;1;Pizzicati-pizzicato;0;;
4 titres;AMONT Marcel;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;2;D'où vient le vent;0;;
Singles;ANARCHIC SYSTEM;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Chérie sha la la;0;;1973
Singles;ANARCHIC SYSTEM;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Barbara;0;;1973
Singles;ANDERSON Lynn;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Rose garden;177;;1970
Singles;ANDERSON Lynn;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Nothing between us;178;;1970
Singles;ANGELERI Luciano;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Blu;201;;1979
Singles;ANGELERI Luciano;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Donna;170;;1979
Singles;ANGELS ONE-FIVE;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Toody;0;;1973
Singles;ANGELS ONE-FIVE;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;That was yesterday;0;;1973
Singles;ANIMALS (THE);;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;The house of the rising sun;255;;1964
Singles;ANIMALS (THE);;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Don't let me be misunderstood;131;;1965
Singles;ANIMALS (THE);;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;1;Don't let me be misunderstood;137;;1965
Singles;ANIMALS (THE);;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;1;Club-a-gogo;135;;1965
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;1;;2;1;;;A;1;I don't like to sleep alone;194;;1975
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;1;;2;1;;;B;1;How can anything be beautiful after you;162;;1975
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;2;;2;1;;0;A;1;Diana;145;;1957
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;2;;2;1;;0;B;1;I love you baby;130;;1957
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;3;;2;1;;0;A;1;Diana;139;;1957
